 ,0,900,1800,2700,3600,4500,5400,6300,7200,8100,9000,9900,10800,11700,12600,13500,14400,15300,16200,17100,18000,18900,19800,20700,21600,22500,23400,24300,25200,26100,27000,27900,28800,29700,30600,31500,32400,33300,34200,35100,36000,36900,37800,38700,39600,40500,41400,42300,43200,44100,45000,45900,46800,47700,48600,49500,50400,51300,52200,53100,54000,54900,55800,56700,57600,58500,59400,60300,61200,62100,63000,63900,64800,65700,66600,67500,68400,69300,70200,71100,72000,72900,73800,74700,75600,76500,77400,78300,79200,80100,81000,81900,82800,83700,84600,85500,86400
J-425,0.416823,0.418017,0.419499,0.421655,0.42188,0.42536,0.42899,0.320973,0.336332,0.350847,0.363979,0.375773,0.386314,0.395701,0.403976,0.411282,0.419013,0.42478,0.429784,0.40816,0.413093,0.413781,0.39316,0.396814,0.403003,0.407192,0.411348,0.415784,0.0984732,0.100061,0.120826,0.143887,0.2138,0.231497,0.248935,0.266289,0.297312,0.312591,0.327315,0.341511,0.360939,0.373993,0.386646,0.398911,0.410829,0.422406,0.433684,0.444669,0.452553,0.463015,0.473245,0.483268,0.485954,0.495704,0.505212,0.514531,0.521055,0.530096,0.539011,0.547819,0.556547,0.565212,0.573844,0.582447,-2.3966,-3.17363,-0.949652,-0.835164,-0.756439,-0.667237,-0.587324,-0.519394,-0.45534,-0.402068,-0.359697,-0.325543,-0.286836,-0.262596,-0.241229,-0.223176,-0.204259,-0.189707,-0.176532,-0.164402,-0.158948,-0.148323,-0.137992,-0.127898,-0.135335,-0.126701,-0.117873,-0.108758,-0.0866655,-0.0761352,0.129866,0.0926712,0.0646758
J-426,0.0691168,0.0817862,0.0948232,0.107736,0.119782,0.132315,0.144495,-0.023612,0.00297867,0.0262913,0.0473795,0.06635,0.083332,0.0984782,0.111906,0.123769,0.133754,0.1432,0.151596,0.166514,0.172125,0.178138,0.219357,0.221278,0.22082,0.223297,0.226383,0.231106,-0.0519003,-0.0381335,-0.0117751,0.0143397,0.0510002,0.070161,0.0885797,0.106131,0.126339,0.141764,0.156664,0.171011,0.186002,0.199239,0.21208,0.224511,0.23657,0.248268,0.259645,0.270723,0.280984,0.291554,0.301881,0.31203,0.32077,0.330596,0.340197,0.349615,0.358459,0.367597,0.376601,0.385514,0.394349,0.403142,0.41189,0.420628,-1.4343,-2.13561,-1.24422,-1.10269,-1.00748,-0.90128,-0.80775,-0.728357,-0.677595,-0.616744,-0.56854,-0.529894,-0.508397,-0.4803,-0.455871,-0.435701,-0.420537,-0.404458,-0.390117,-0.377073,-0.362567,-0.351674,-0.341077,-0.330724,-0.307052,-0.295943,-0.285114,-0.274951,-0.25812,-0.246818,0.0991641,0.0410978,0.0135198
J-427,0.0990194,0.109487,0.119427,0.129056,0.137841,0.146766,0.15534,0.0758884,0.0837519,0.090691,0.0968656,0.102455,0.107646,0.112491,0.117022,0.121589,0.126594,0.131918,0.13715,0.143028,0.148138,0.153162,0.168197,0.183893,0.189733,0.197693,0.20392,0.210362,0.0337498,0.050117,0.069525,0.0862277,0.111336,0.125773,0.139517,0.15273,0.167892,0.18011,0.191845,0.203169,0.21516,0.225962,0.236498,0.246797,0.256895,0.266808,0.276572,0.286195,0.295312,0.304773,0.314115,0.323353,0.33202,0.340769,0.349485,0.358191,0.366656,0.375203,0.383764,0.392339,0.400926,0.409525,0.418144,0.426774,-2.55972,-2.97437,-0.463963,-0.435886,-0.480189,-0.495803,-0.492781,-0.492143,-0.483133,-0.469597,-0.456531,-0.444018,-0.433991,-0.422922,-0.411693,-0.400719,-0.390597,-0.380344,-0.37046,-0.360808,-0.350267,-0.340558,-0.330942,-0.321389,-0.300209,-0.28553,-0.273214,-0.262869,-0.244463,-0.23321,-0.00200188,0.00673164,-0.0202571
J-428,0.39105,0.392211,0.393697,0.395462,0.39625,0.398519,0.400944,0.292514,0.308042,0.322207,0.334861,0.346142,0.35618,0.365097,0.372982,0.379956,0.386343,0.392517,0.397924,0.391216,0.394098,0.394655,0.277541,0.279751,0.301052,0.303616,0.306607,0.310311,0.104346,0.10433,0.125993,0.150008,0.215515,0.233821,0.251721,0.268944,0.298732,0.313835,0.328419,0.342487,0.36144,0.374367,0.386921,0.399106,0.410948,0.422467,0.433681,0.444616,0.452797,0.463439,0.47378,0.483865,0.48795,0.497531,0.5069,0.516086,0.522922,0.531815,0.540591,0.549273,0.55788,0.566443,0.57496,0.583464,-1.04638,-1.8745,-1.05567,-0.916919,-0.813784,-0.718829,-0.63735,-0.568179,-0.498105,-0.443159,-0.399634,-0.364635,-0.325368,-0.301688,-0.28019,-0.261736,-0.242538,-0.227763,-0.214177,-0.201658,-0.195424,-0.184342,-0.173649,-0.163264,-0.217794,-0.206828,-0.196434,-0.186847,-0.219589,-0.208085,0.139973,0.106162,0.0821574
J-429,0.108756,0.119713,0.130003,0.139889,0.148824,0.157847,0.166494,0.0887362,0.0952029,0.100999,0.106209,0.110983,0.11548,0.11974,0.123793,0.127967,0.13275,0.137845,0.142878,0.148275,0.153297,0.1582,0.171454,0.188276,0.194761,0.203387,0.21044,0.217566,0.0412076,0.0603724,0.0799054,0.0961818,0.120761,0.135166,0.148782,0.16181,0.176764,0.18888,0.200503,0.211689,0.223536,0.234242,0.244673,0.254866,0.264858,0.274686,0.284358,0.293896,0.302943,0.312296,0.321553,0.330721,0.339294,0.347944,0.356592,0.36523,0.373633,0.382144,0.39066,0.399197,0.407754,0.416339,0.424944,0.433568,-2.35755,-2.75589,-0.435564,-0.414409,-0.461351,-0.479671,-0.477348,-0.474931,-0.466666,-0.45399,-0.441672,-0.429772,-0.420523,-0.409961,-0.398898,-0.388201,-0.378218,-0.367864,-0.357921,-0.348226,-0.337834,-0.328256,-0.318747,-0.309277,-0.287657,-0.272124,-0.259282,-0.248401,-0.22908,-0.217234,-0.00528451,0.0056345,-0.0206857
J-43,0.359343,0.380861,0.40101,0.419757,0.429813,0.446209,0.461462,0.470366,0.477734,0.48856,0.498905,0.50882,0.518306,0.52736,0.536005,0.544239,0.556724,0.564158,0.571224,0.662449,0.638962,0.635308,0.414115,0.413927,0.476694,0.476452,0.476526,0.477363,0.306316,0.303815,0.326415,0.351772,0.475373,0.494389,0.512943,0.530769,0.580395,0.595865,0.61077,0.625101,0.652349,0.665444,0.678134,0.690442,0.702381,0.713972,0.725253,0.736238,0.740429,0.751047,0.761366,0.771445,0.764787,0.774447,0.783865,0.793092,0.795941,0.804889,0.8137,0.822409,0.831035,0.839615,0.848145,0.856652,-1.13138,-1.76707,-0.726096,-0.5946,-0.483614,-0.391618,-0.31214,-0.245016,-0.154159,-0.100332,-0.0576294,-0.0232508,0.0436978,0.0672269,0.0885182,0.10674,0.133548,0.148185,0.161605,0.173997,0.167141,0.178163,0.188799,0.199133,0.0118016,0.0227528,0.0331832,0.0428449,-0.0731331,-0.0616877,0.264791,0.23395,0.177444
J-430,0.109729,0.120736,0.131069,0.140976,0.149924,0.158968,0.167613,0.0906139,0.0968777,0.102518,0.10759,0.112256,0.116654,0.120837,0.124829,0.12895,0.133718,0.138775,0.143785,0.14913,0.154152,0.159048,0.172089,0.189023,0.195581,0.204265,0.211412,0.218624,0.0424775,0.061963,0.0814738,0.0976823,0.12214,0.136521,0.150121,0.16311,0.178024,0.190123,0.201714,0.212883,0.224705,0.235394,0.245808,0.255991,0.265966,0.27577,0.285433,0.294961,0.303992,0.313336,0.322576,0.331736,0.340292,0.348935,0.357567,0.366204,0.374608,0.383103,0.391611,0.400147,0.408704,0.417289,0.425885,0.434509,-2.32733,-2.72388,-0.431949,-0.411887,-0.459186,-0.477871,-0.475673,-0.473034,-0.464853,-0.452299,-0.440079,-0.428262,-0.4191,-0.408595,-0.39755,-0.386886,-0.376921,-0.366553,-0.356596,-0.346903,-0.33653,-0.326969,-0.317463,-0.308003,-0.286388,-0.270766,-0.257865,-0.246933,-0.227512,-0.215592,-0.00578786,0.00544171,-0.0208485
J-431,0.206057,0.220929,0.23442,0.246881,0.258024,0.268647,0.278536,0.1792,0.18052,0.18217,0.184152,0.186408,0.188935,0.191663,0.194532,0.19778,0.202088,0.206733,0.21144,0.216084,0.221483,0.226539,0.2401,0.257255,0.265334,0.274618,0.282856,0.291274,0.120408,0.13903,0.157021,0.172028,0.196254,0.210426,0.223941,0.236904,0.251948,0.264229,0.275998,0.287322,0.299266,0.310143,0.320713,0.331015,0.341079,0.350937,0.360616,0.37014,0.379155,0.388376,0.397482,0.406498,0.415,0.423303,0.431624,0.439961,0.448121,0.456284,0.464492,0.472736,0.481016,0.489332,0.497691,0.506066,-1.7202,-2.11066,-0.332575,-0.337016,-0.380724,-0.397893,-0.396629,-0.392145,-0.383002,-0.371226,-0.35973,-0.348543,-0.338343,-0.327994,-0.317111,-0.306755,-0.296604,-0.286328,-0.276408,-0.266745,-0.2571,-0.247595,-0.238147,-0.228733,-0.214985,-0.199734,-0.187017,-0.175991,-0.158066,-0.145314,0.0570093,0.0708085,0.0445258
J-432,0.178807,0.193798,0.207411,0.220011,0.231308,0.242079,0.252117,0.152403,0.153747,0.154768,0.156268,0.158155,0.160395,0.162903,0.165594,0.168707,0.172861,0.177416,0.182046,0.186608,0.191834,0.196824,0.210175,0.227167,0.235025,0.24419,0.252303,0.260621,0.0902923,0.108946,0.12694,0.142022,0.166236,0.18059,0.194299,0.207441,0.222617,0.235108,0.24708,0.25859,0.270697,0.281783,0.29254,0.303015,0.313247,0.323271,0.333105,0.342785,0.351965,0.361308,0.370537,0.379686,0.388355,0.396728,0.405127,0.413551,0.421811,0.430047,0.438329,0.446657,0.455024,0.463429,0.47188,0.480363,-1.85877,-2.24698,-0.363998,-0.3618,-0.407046,-0.425529,-0.424398,-0.420171,-0.411251,-0.399493,-0.387997,-0.376801,-0.366696,-0.356355,-0.345462,-0.335099,-0.324958,-0.31465,-0.304739,-0.295072,-0.285403,-0.27591,-0.266471,-0.257068,-0.243015,-0.227847,-0.215177,-0.204186,-0.186009,-0.173236,0.0267598,0.0405907,0.0135938
J-433,2.7609,2.77407,2.78626,2.79748,2.78498,2.79483,2.80388,2.81878,2.81957,2.83218,2.84445,2.85637,2.86794,2.87915,2.89001,2.90051,2.92494,2.93456,2.94384,2.56014,2.77158,2.79159,2.99613,3.00956,3.1833,3.19392,3.20452,3.21513,3.24691,3.23918,3.25519,3.27458,3.53335,3.54554,3.5578,3.5698,3.65934,3.66884,3.67811,3.6871,3.72774,3.73557,3.74321,3.75066,3.75791,3.76496,3.77182,3.77849,3.76941,3.77612,3.78258,3.78883,3.75503,3.76156,3.76782,3.77386,3.76469,3.77063,3.77639,3.78203,3.78755,3.79298,3.79836,2.45288,1.93289,1.42153,2.34438,2.47438,2.6276,2.72066,2.80102,2.8706,3.02777,3.08139,3.12456,3.1599,3.30384,3.32718,3.34868,3.36767,3.41577,3.43103,3.44538,3.45886,3.42045,3.43358,3.44627,3.45864,2.92276,2.94175,2.95967,2.97646,2.63971,2.66063,2.96682,2.93288,2.78216
J-434,0.159955,0.1677,0.175753,0.183925,0.189985,0.198295,0.206366,0.0194296,0.0477396,0.0721804,0.0940628,0.113578,0.130902,0.146217,0.159688,0.171493,0.181164,0.190362,0.198471,0.215186,0.22014,0.226346,0.317596,0.312298,0.298442,0.294664,0.291031,0.287902,-0.0301434,-0.0147335,0.00926874,0.0319213,0.0808214,0.0969088,0.112619,0.127686,0.151878,0.165156,0.178009,0.190459,0.206841,0.218448,0.230012,0.241379,0.252511,0.263413,0.274083,0.28453,0.293065,0.303257,0.31327,0.323117,0.328313,0.338183,0.347804,0.357217,0.36469,0.373929,0.383014,0.391981,0.400842,0.409643,0.418382,0.427081,-0.801543,-1.64983,-1.25924,-1.10767,-0.998314,-0.880742,-0.780364,-0.695894,-0.639024,-0.577734,-0.529349,-0.490674,-0.468404,-0.440418,-0.417429,-0.398059,-0.382882,-0.36754,-0.353646,-0.340859,-0.326259,-0.315207,-0.304529,-0.294153,-0.253754,-0.25074,-0.243047,-0.233808,-0.19674,-0.192341,0.177498,0.0883211,0.0223031
J-435,0.945207,0.933652,0.92241,0.911486,0.933617,0.923422,0.913569,0.872641,0.89128,0.891847,0.891377,0.890052,0.887992,0.885299,0.882057,0.878367,0.853453,0.849779,0.845778,0.757366,0.697551,0.679642,0.606823,0.632539,0.736705,0.74437,0.752625,0.759431,0.702015,0.696745,0.712565,0.730781,0.901257,0.914253,0.927617,0.940955,1.00518,1.01677,1.02828,1.03966,1.07205,1.08259,1.09304,1.10335,1.11353,1.12354,1.13342,1.14313,1.14238,1.15219,1.16176,1.17114,1.15433,1.16377,1.17298,1.18196,1.181,1.18985,1.19854,1.20709,1.21555,1.22393,1.23226,1.24054,-0.691459,-1.32588,-0.292741,-0.153779,-0.0222913,0.0682429,0.146679,0.211981,0.331464,0.383269,0.424567,0.45797,0.55856,0.580034,0.599803,0.616926,0.652358,0.666024,0.678729,0.690627,0.668404,0.679967,0.691061,0.701782,0.370186,0.387917,0.403333,0.416418,0.217853,0.233233,0.554283,0.528382,0.434966
J-436,2.19332,2.15704,2.12089,2.08492,2.11292,2.07803,2.04351,2.08398,2.09401,2.07099,2.04712,2.02263,1.99769,1.97244,1.94694,1.92135,1.85332,1.82859,1.80408,1.50995,1.39705,1.35213,1.23854,1.28363,1.43602,1.44821,1.45974,1.46795,1.48977,1.4797,1.48991,1.50189,1.72081,1.72772,1.73537,1.7435,1.82196,1.82863,1.83567,1.84299,1.87985,1.88665,1.8937,1.90092,1.90827,1.91572,1.92322,1.93077,1.92363,1.93187,1.93998,1.94796,1.91854,1.92757,1.93627,1.94471,1.93885,1.94739,1.95567,1.96375,1.97164,1.97941,1.98707,0.741091,0.261248,-0.261083,0.580507,0.712539,0.85835,0.944347,1.01752,1.08114,1.22408,1.27032,1.30743,1.33775,1.46904,1.48715,1.50418,1.51956,1.5627,1.57474,1.58639,1.59748,1.56051,1.5725,1.58397,1.59503,1.12596,1.14943,1.16811,1.18297,0.90055,0.914699,1.23677,1.21274,1.0785
J-437,0.0584935,0.0727758,0.0869392,0.100845,0.113809,0.127039,0.139795,-0.0483462,-0.0198605,0.0051358,0.0276295,0.0477642,0.0657107,0.0816196,0.0956642,0.108009,0.118459,0.128121,0.136725,0.150866,0.156845,0.162941,0.20349,0.205062,0.204798,0.207183,0.209892,0.21371,-0.0718273,-0.0502279,-0.020286,0.00783037,0.0431872,0.0634044,0.0825485,0.100601,0.12036,0.136148,0.151246,0.165681,0.18051,0.193773,0.206558,0.218916,0.230856,0.242429,0.253666,0.264593,0.274968,0.285503,0.295815,0.305943,0.315044,0.324861,0.334439,0.343828,0.352761,0.361868,0.370832,0.379709,0.388504,0.397242,0.405954,0.414639,-0.955759,-1.72198,-1.30343,-1.15242,-1.0447,-0.932846,-0.835824,-0.753915,-0.702255,-0.640341,-0.591308,-0.552031,-0.528556,-0.500511,-0.475785,-0.455344,-0.439619,-0.423473,-0.408992,-0.395859,-0.381822,-0.370909,-0.36028,-0.349893,-0.328141,-0.317509,-0.307068,-0.29734,-0.280693,-0.269999,0.109133,0.0480844,0.0128617
J-438,0.371975,0.375077,0.37855,0.382306,0.385048,0.389297,0.393661,0.269317,0.288698,0.306131,0.321795,0.335816,0.348324,0.359433,0.369269,0.377978,0.385937,0.392931,0.399097,0.392316,0.396436,0.398399,0.3282,0.33419,0.344586,0.348742,0.352155,0.356298,0.106131,0.106866,0.128469,0.152364,0.210079,0.228204,0.245977,0.263105,0.290186,0.305212,0.319751,0.333787,0.351531,0.364446,0.376986,0.389165,0.401008,0.412521,0.423732,0.434666,0.443476,0.453928,0.464122,0.474088,0.478977,0.488578,0.497951,0.507133,0.514331,0.523239,0.532017,0.540699,0.549301,0.557851,0.56636,0.57484,-1.20415,-2.03959,-1.05565,-0.916677,-0.812005,-0.713588,-0.628286,-0.556561,-0.491461,-0.435329,-0.390844,-0.355096,-0.320008,-0.295524,-0.273526,-0.254814,-0.236734,-0.22178,-0.208113,-0.195549,-0.187242,-0.17622,-0.165567,-0.155186,-0.206058,-0.195372,-0.183745,-0.172262,-0.158763,-0.14812,0.168094,0.12583,0.099623
J-439,0.514551,0.534872,0.553925,0.571795,0.563546,0.579708,0.594879,0.604946,0.606294,0.617855,0.628959,0.639618,0.64984,0.65963,0.669022,0.678014,0.700141,0.708335,0.71618,0.794751,0.791598,0.792703,0.674206,0.674756,0.774336,0.773888,0.774088,0.774889,0.665539,0.661318,0.683461,0.708945,0.887963,0.906847,0.925293,0.942996,1.01055,1.02577,1.04041,1.05448,1.08881,1.1016,1.11396,1.12595,1.13757,1.14884,1.1598,1.17046,1.17075,1.18106,1.19107,1.20084,1.1848,1.19418,1.20333,1.21226,1.21143,1.2201,1.22861,1.23703,1.24535,1.25362,1.26181,-0.0204455,-0.610377,-1.11755,-0.269583,-0.14698,-0.0231135,0.0650479,0.140706,0.206801,0.322814,0.373552,0.413895,0.446467,0.545382,0.567671,0.587912,0.605556,0.641001,0.655133,0.668278,0.68044,0.658963,0.669835,0.680358,0.690606,0.359024,0.369931,0.380359,0.390239,0.187679,0.199268,0.535452,0.50438,0.412161
J-44,0.114878,0.133647,0.151385,0.168141,0.185452,0.200443,0.214645,0.23211,0.248041,0.262403,0.275939,0.28872,0.300791,0.312196,0.322967,0.333158,0.342,0.351133,0.359791,0.473813,0.476786,0.482151,0.398137,0.397807,0.438735,0.437805,0.437432,0.437762,0.230248,0.226622,0.249388,0.27522,0.382259,0.401539,0.420345,0.438379,0.481973,0.497577,0.512586,0.526993,0.551655,0.564798,0.577522,0.589863,0.601811,0.613413,0.624682,0.635665,0.641194,0.651799,0.662106,0.672157,0.669009,0.678621,0.688007,0.697188,0.701318,0.710217,0.718979,0.727624,0.736195,0.744713,0.753177,-0.635879,-1.07886,-1.72413,-0.813344,-0.686596,-0.581411,-0.491335,-0.414001,-0.347344,-0.264562,-0.212429,-0.171048,-0.137688,-0.0799272,-0.0570753,-0.0363758,-0.0184819,0.00570057,0.0200687,0.0333216,0.045561,0.0426353,0.0535069,0.0640034,0.0742269,-0.0742076,-0.0636087,-0.0535096,-0.0440699,-0.128746,-0.117448,0.220473,0.188864,0.148617
J-440,0.11412,0.125956,0.137394,0.148509,0.158663,0.169138,0.179272,0.0438382,0.0627755,0.0800045,0.0951346,0.108521,0.120406,0.130952,0.140308,0.148635,0.155212,0.164681,0.172898,0.186116,0.189132,0.193027,0.208402,0.209434,0.209796,0.212171,0.215348,0.218702,-0.00510162,-0.00617012,0.0159192,0.0418347,0.0789045,0.097984,0.116001,0.133026,0.15345,0.168503,0.182925,0.196773,0.211902,0.224692,0.237073,0.2491,0.260779,0.272137,0.283218,0.294036,0.303569,0.314342,0.324915,0.335263,0.345819,0.35522,0.364476,0.373593,0.382614,0.391414,0.400147,0.408833,0.41748,0.426118,0.434739,0.443358,-1.45201,-2.15491,-1.10375,-0.981817,-0.908749,-0.83151,-0.763593,-0.706747,-0.651426,-0.599892,-0.55886,-0.525683,-0.502272,-0.478774,-0.457555,-0.439453,-0.424516,-0.409717,-0.396219,-0.383766,-0.371227,-0.360322,-0.349754,-0.339448,-0.321656,-0.312029,-0.30292,-0.29466,-0.279667,-0.269582,0.0408919,0.0184272,0.0130249
J-441,0.160746,0.171133,0.181234,0.191076,0.199755,0.209089,0.21813,0.0773372,0.0970375,0.116026,0.132039,0.14587,0.157934,0.168505,0.177791,0.185984,0.192702,0.201554,0.209239,0.21655,0.220047,0.223345,0.22178,0.220626,0.220737,0.220618,0.223664,0.228405,0.0122675,0.0121707,0.0342245,0.0584153,0.100055,0.118449,0.136057,0.152828,0.174663,0.189537,0.203849,0.217611,0.233285,0.246013,0.258353,0.270325,0.281956,0.293272,0.304317,0.315105,0.324306,0.33502,0.345546,0.355821,0.364827,0.374315,0.383623,0.392798,0.401276,0.410155,0.418953,0.427684,0.43637,0.445016,0.453645,0.462273,-1.37943,-2.09349,-1.079,-0.962719,-0.884012,-0.805323,-0.737141,-0.680248,-0.623308,-0.573024,-0.532935,-0.50046,-0.47422,-0.451502,-0.430838,-0.413101,-0.397553,-0.383033,-0.369737,-0.357431,-0.346312,-0.335416,-0.324861,-0.314566,-0.31151,-0.299966,-0.290167,-0.281485,-0.27508,-0.263024,0.0454549,0.0281365,0.0189952
J-442,0.169095,0.185517,0.201578,0.217308,0.220846,0.235954,0.250744,0.265249,0.273106,0.287071,0.300773,0.314198,0.327397,0.340343,0.353064,0.365545,0.385511,0.397567,0.409403,0.445067,0.723785,0.727925,0.676161,0.676895,0.777012,0.776243,0.776338,0.776917,0.671874,0.635551,0.658056,0.685281,0.865656,0.885574,0.904956,0.923493,0.991378,1.00715,1.02226,1.03671,1.07118,1.08421,1.09681,1.10899,1.12075,1.13215,1.1432,1.15394,1.15436,1.16474,1.17479,1.18458,1.16877,1.17819,1.18734,1.19629,1.19553,1.20418,1.21269,1.22109,1.22939,1.23761,1.24577,0.140855,-0.564757,-0.91286,-0.182776,-0.0708965,0.044819,0.126165,0.196683,0.258316,0.368636,0.415414,0.452711,0.482948,0.578661,0.599533,0.618524,0.635371,0.669761,0.68327,0.695975,0.707756,0.686742,0.697317,0.707561,0.717564,0.389828,0.400198,0.410207,0.419787,0.216608,0.227627,0.535658,0.509341,0.416505
J-443,0.131771,0.147911,0.163731,0.179217,0.181936,0.196782,0.211336,0.225609,0.232914,0.246636,0.260088,0.2733,0.286256,0.298972,0.311456,0.323714,0.343823,0.355655,0.367269,0.393505,0.673527,0.677357,0.620488,0.620949,0.722274,0.721269,0.721147,0.72151,0.619534,0.581738,0.604392,0.631849,0.815015,0.835133,0.85469,0.8734,0.942315,0.958237,0.973478,0.98807,1.02302,1.03619,1.0489,1.06117,1.07304,1.08454,1.09569,1.10652,1.10685,1.11731,1.12744,1.13731,1.12113,1.1306,1.13983,1.14884,1.14797,1.1567,1.16526,1.17371,1.18207,1.19036,1.19859,0.0971384,-0.607409,-0.95413,-0.227028,-0.115619,0.000616871,0.0816345,0.151882,0.213264,0.324799,0.371397,0.408544,0.438656,0.536042,0.556854,0.575797,0.592583,0.627424,0.640888,0.653547,0.665286,0.643432,0.65394,0.664127,0.67407,0.339174,0.349358,0.359203,0.368619,0.161603,0.172408,0.479669,0.453539,0.359559
J-444,0.157569,0.167375,0.176775,0.186064,0.194573,0.20337,0.211786,0.132761,0.140633,0.14757,0.153665,0.159109,0.164115,0.169267,0.174104,0.17892,0.184254,0.189806,0.195224,0.201526,0.20715,0.212477,0.230102,0.246227,0.252882,0.261464,0.268436,0.275357,0.0925374,0.10845,0.128009,0.144869,0.171147,0.185525,0.199214,0.212369,0.227817,0.239925,0.251566,0.262785,0.27481,0.285481,0.29588,0.306048,0.316006,0.325782,0.335411,0.344891,0.353781,0.363106,0.372306,0.381402,0.389754,0.398369,0.406947,0.415509,0.423761,0.43217,0.440576,0.448995,0.457418,0.465845,0.474297,0.48276,-2.37225,-2.79968,-0.412963,-0.393138,-0.432852,-0.444978,-0.440708,-0.438167,-0.427532,-0.413051,-0.399315,-0.386326,-0.375657,-0.364405,-0.353004,-0.341917,-0.331633,-0.321343,-0.311427,-0.301738,-0.29128,-0.281503,-0.271811,-0.262198,-0.242215,-0.227253,-0.214623,-0.203949,-0.185642,-0.17408,0.0583121,0.0665764,0.0408816
J-445,0.171087,0.186107,0.199766,0.212406,0.223774,0.234592,0.244669,0.144792,0.1462,0.147129,0.148482,0.150268,0.152427,0.154865,0.157502,0.160574,0.164681,0.16921,0.173814,0.178344,0.183502,0.188466,0.201863,0.218814,0.226576,0.235712,0.243789,0.252076,0.0814122,0.100075,0.118088,0.133204,0.157351,0.17176,0.185522,0.198725,0.21391,0.226463,0.238491,0.250066,0.262202,0.273345,0.284163,0.294687,0.304966,0.315041,0.324924,0.334644,0.343886,0.353265,0.362529,0.371711,0.380446,0.388837,0.39726,0.405703,0.414001,0.422261,0.430559,0.438912,0.447305,0.455736,0.464207,0.472717,-1.89699,-2.28436,-0.373392,-0.368825,-0.414499,-0.43331,-0.432227,-0.428065,-0.419249,-0.407495,-0.396012,-0.384806,-0.374777,-0.364437,-0.353543,-0.343188,-0.333066,-0.32276,-0.312843,-0.303182,-0.293479,-0.283999,-0.27456,-0.265163,-0.250823,-0.235675,-0.223027,-0.212053,-0.193691,-0.18091,0.0186883,0.0325034,0.00536383
J-446,6.23026,6.26146,6.29225,6.32265,5.91936,5.94963,5.9795,6.00908,5.81249,5.84176,5.87071,5.89934,5.92767,5.95567,5.9834,6.0108,6.31136,6.33778,6.36391,6.94258,7.76644,7.79032,8.07206,8.08856,8.99549,9.00687,9.0186,9.02985,10.5901,10.4923,10.5028,10.5259,11.8927,11.906,11.9192,11.9319,12.386,12.3952,12.404,12.4124,12.6014,12.6082,12.6148,12.6211,12.6271,12.6329,12.6385,12.6439,12.5607,12.5661,12.5713,12.5762,12.3545,12.3598,12.3648,12.3696,12.2893,12.294,12.2985,12.3028,12.307,12.3112,11.5874,11.4901,10.7716,10.7998,11.3728,11.4678,11.9296,11.9992,12.0603,12.1139,12.7896,12.8295,12.862,12.8892,13.6582,13.676,13.6927,13.7082,13.9247,13.9371,13.9492,13.9606,13.6426,13.6542,13.6655,13.6765,10.312,10.331,10.3492,10.3663,8.30981,8.33185,8.53308,8.5103,7.70853
J-447,6.48803,6.52015,6.55186,6.58318,6.17578,6.20698,6.23777,6.26825,6.06996,6.10014,6.13001,6.15955,6.18877,6.21769,6.24629,6.2746,6.57916,6.60644,6.63342,7.24674,8.07482,8.09991,8.40131,8.41878,9.33377,9.34595,9.35843,9.3704,10.9443,10.8472,10.8576,10.8801,12.2546,12.2673,12.2801,12.2923,12.7483,12.7571,12.7655,12.7735,12.963,12.9694,12.9756,12.9816,12.9873,12.9928,12.998,13.0031,12.9191,12.9243,12.9291,12.9338,12.7106,12.7156,12.7204,12.725,12.6439,12.6484,12.6527,12.6568,12.6608,12.6647,11.9414,11.8481,11.1268,11.1567,11.7318,11.8272,12.2916,12.3615,12.4228,12.4767,13.1558,13.1958,13.2286,13.2559,14.0283,14.0462,14.063,14.0784,14.2958,14.3083,14.3205,14.332,14.0127,14.0245,14.0359,14.047,10.6643,10.684,10.7026,10.7203,8.64905,8.67179,8.87189,8.84881,8.04019
J-448,5.86494,5.85053,5.83542,5.81976,5.65491,5.63902,5.62277,5.64617,5.57379,5.57913,5.58349,5.58692,5.58945,5.59116,5.59206,5.59223,5.68572,5.68406,5.68182,4.09618,4.2065,4.19488,4.43406,4.45231,4.96202,4.97671,4.99098,5.00502,5.73709,5.72776,5.74195,5.7596,6.51841,6.52843,6.53869,6.54882,6.80272,6.81029,6.81774,6.82501,6.93217,6.9383,6.94431,6.95019,6.95593,6.96151,6.96693,6.97221,6.92848,6.93389,6.9391,6.94412,6.82364,6.82914,6.83437,6.83937,6.79713,6.8021,6.80689,6.81154,6.81607,6.82051,6.82488,6.82919,4.88643,4.44314,5.45511,5.58838,5.89355,5.98787,6.06978,6.13971,6.53986,6.59444,6.63849,6.67467,7.10656,7.13012,7.15188,7.17101,7.29748,7.31286,7.32732,7.34094,7.17569,7.1893,7.20245,7.21524,5.3958,5.4176,5.43809,5.4572,4.34503,4.36953,4.65721,4.62338,4.17695
